LLchr	LLstart	LLend	LLstrand	LLgeneID	LLgeneSymbol	geneName	Ens99geneIDversion	EntrezGeneID	ZFINgeneID	RefSeqAnnotationNote	Ens99annotationNote
chr7	808917	823495	-	LL0000040142	si:cabz01076231.1	si:cabz01076231.1	ENSDARG00000105631.2	101886622	ZDB-GENE-160728-151	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	6429633	6430101	-	LL0000040143	si:ch1073-153i20.2	si:ch1073-153i20.2	ENSDARG00000105345.2	103911341	ZDB-GENE-160113-117	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	6428574	6429090	-	LL0000040144	si:ch1073-153i20.3	si:ch1073-153i20.3	ENSDARG00000105340.2	103911340	ZDB-GENE-160113-111	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr23	44236250	44251006	+	LL0000040145	si:ch1073-157b13.1	si:ch1073-157b13.1	ENSDARG00000035771.9	100151157	ZDB-GENE-110411-13	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	6441161	6441865	-	LL0000040146	si:ch1073-159d7.10	si:ch1073-159d7.10	ENSDARG00000105366.2	565202	ZDB-GENE-160113-115	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	6465082	6466141	-	LL0000040147	si:ch1073-159d7.13	si:ch1073-159d7.13	ENSDARG00000105507.2	326722	ZDB-GENE-030131-4921	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr7	6443548	6444011	-	LL0000040148	si:ch1073-159d7.5	si:ch1073-159d7.5	ENSDARG00000105483.2	100330556	ZDB-GENE-160113-113	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	6458881	6460020	-	LL0000040149	si:ch1073-159d7.6	si:ch1073-159d7.6	ENSDARG00000105393.2	100538106	ZDB-GENE-160113-114	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr16	4654324	4688728	+	LL0000040150	si:ch1073-284b18.2	si:ch1073-284b18.2	ENSDARG00000004328.7	799825	ZDB-GENE-110914-157	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr15	47850875	47865063	-	LL0000040151	si:ch1073-429i10.3	si:ch1073-429i10.3	ENSDARG00000068436.5	100331798	ZDB-GENE-120214-5	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	36333840	36335122	+	LL0000040152	si:ch211-113a14.15	si:ch211-113a14.15	ENSDARG00000109737.1	560238	ZDB-GENE-121214-207	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr25	36338214	36338647	+	LL0000040153	si:ch211-113a14.17	si:ch211-113a14.17		560380	ZDB-GENE-121214-187	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	multiple overlapping gene/transcript annotations preventing unambiguous assignment of Ens99 gene ID
chr25	36341345	36341888	+	LL0000040154	si:ch211-113a14.19	si:ch211-113a14.19	ENSDARG00000111536.1	560527	ZDB-GENE-121214-198	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	36347079	36347740	+	LL0000040155	si:ch211-113a14.22	si:ch211-113a14.22	ENSDARG00000114895.1	560748	ZDB-GENE-121214-203	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	36366736	36367542	-	LL0000040156	si:ch211-113a14.26	si:ch211-113a14.26		561187	ZDB-GENE-121214-196	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	multiple overlapping gene/transcript annotations preventing unambiguous assignment of Ens99 gene ID
chr25	36365423	36366656	-	LL0000040157	si:ch211-113a14.27	si:ch211-113a14.27		103909889	ZDB-GENE-121214-143	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	multiple overlapping gene/transcript annotations preventing unambiguous assignment of Ens99 gene ID
chr25	36361003	36362321	-	LL0000040158	si:ch211-113a14.29	si:ch211-113a14.29	ENSDARG00000070289.5	560974	ZDB-GENE-121214-146	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr25	36310251	36310561	-	LL0000040159	si:ch211-113a14.6	si:ch211-113a14.6	ENSDARG00000116781.1	101882398	ZDB-GENE-121214-170	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	18557940	18601206	-	LL0000040160	dtx4a	"deltex 4, E3 ubiquitin ligase a"	ENSDARG00000076302.4	570481	ZDB-GENE-160728-59	Ens99 gene ID import through exact transcript match from gffcompare; abbrev conflict matches ZFIN alias	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr22	9362693	9459026	+	LL0000040161	si:ch211-11p18.6	si:ch211-11p18.6	ENSDARG00000077068.6	566957	ZDB-GENE-070912-24	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	70303504	70308093	-	LL0000040162	si:ch211-11p18.6	si:ch211-11p18.6	ENSDARG00000102360.2	566957	ZDB-GENE-070912-24	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	1941032	2000500	+	LL0000040163	si:ch211-132g1.7	si:ch211-132g1.7	ENSDARG00000075505.6	101884699	ZDB-GENE-121214-287	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	72417707	72428273	+	LL0000040164	si:ch211-161m3.2	si:ch211-161m3.2		561920	ZDB-GENE-110914-154	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	multiple overlapping gene/transcript annotations preventing unambiguous assignment of Ens99 gene ID
chr4	41216523	41223838	+	LL0000040165	si:ch211-181p13.2	si:ch211-181p13.2	ENSDARG00000096484.2	337110	ZDB-GENE-030131-9054	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr2	53114477	53122798	+	LL0000040166	si:ch211-182e10.4	si:ch211-182e10.4	ENSDARG00000070661.6	100034602	ZDB-GENE-041014-76	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import on matching gene abbreviation and > 0.8 gene coordinate overlap using intersectBed
chr8	23184951	23194408	-	LL0000040167	si:ch211-196c10.15	si:ch211-196c10.15	ENSDARG00000095724.3	103911503	ZDB-GENE-141216-138	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	23746099	23849317	-	LL0000040168	si:ch211-200p22.4	si:ch211-200p22.4	ENSDARG00000029170.10	565799	ZDB-GENE-081104-61	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr14	46074312	46113404	-	LL0000040169	si:ch211-235e9.8	si:ch211-235e9.8	ENSDARG00000071353.6	100002196	ZDB-GENE-141219-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrev conflict with Ens99 but matches ZFIN alias
chr1	58698984	58712942	+	LL0000040170	si:ch211-236p5.3	si:ch211-236p5.3		100334847	ZDB-GENE-081028-31	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	no overlapping transcript based on gffcompare
chr15	18212012	18218998	-	LL0000040171	si:ch211-247l8.10	si:ch211-247l8.10	ENSDARG00000058329.7	101885574	ZDB-GENE-131122-78	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr3	11779578	11828206	-	LL0000040172	si:ch211-262e15.1	si:ch211-262e15.1	ENSDARG00000011609.10	798356	ZDB-GENE-030131-5310	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr25	20385584	20523927	-	LL0000040173	si:ch211-269c21.2	si:ch211-269c21.2	ENSDARG00000074560.3	795008	ZDB-GENE-090313-104	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	19882067	19900002	+	LL0000040174	si:ch211-285j22.3	si:ch211-285j22.3	ENSDARG00000077986.4	793560	ZDB-GENE-141216-187	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr5	28045765	28120071	-	LL0000040175	slc4a5a	solute carrier family 4 member 5a	ENSDARG00000002771.10	559268	ZDB-GENE-060531-64	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr24	39227520	39335218	+	LL0000040176	si:ch73-103b11.2	si:ch73-103b11.2	ENSDARG00000105209.2	562530	ZDB-GENE-080917-14	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr16	25989944	25991643	+	LL0000040177	si:ch73-103b2.1	si:ch73-103b2.1	ENSDARG00000095944.2		ZDB-GENE-110408-42	No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr22	27284463	27286168	+	LL0000040178	si:ch73-103b2.1	si:ch73-103b2.1	ENSDARG00000099867.2		ZDB-GENE-110408-42	No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	16261101	16268648	+	LL0000040179	si:ch73-110p20.1	si:ch73-110p20.1		100307097	ZDB-GENE-081030-16	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	no overlapping transcript based on gffcompare
chr3	6490521	6519760	-	LL0000040180	gga3b	"golgi associated, gamma adaptin ear containing, ARF binding protein 3b"	ENSDARG00000098871.2	100334661	ZDB-GENE-131126-18	Ens99 gene ID import through exact transcript match from gffcompare; abbrev conflict matches ZFIN alias	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr18	5778001	5782554	-	LL0000040181	si:ch73-167i17.6	si:ch73-167i17.6	ENSDARG00000086756.2	559232	ZDB-GENE-120215-238	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr19	47549566	47555973	-	LL0000040182	si:ch73-187m15.4	si:ch73-187m15.4	ENSDARG00000076126.4	337770	ZDB-GENE-030131-172	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr1	58390776	58397548	+	LL0000040183	si:ch73-236c18.2	si:ch73-236c18.2	ENSDARG00000103829.2	101884123	ZDB-GENE-121214-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	39244402	39265279	-	LL0000040184	si:ch73-236c18.2	si:ch73-236c18.2	ENSDARG00000112386.1	101884123	ZDB-GENE-121214-2	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	9867353	9886871	+	LL0000040185	mpp4b	"membrane protein, palmitoylated 4b (MAGUK p55 subfamily member 4)"	ENSDARG00000076872.6	100331226	ZDB-GENE-091021-2	Ens99 gene ID import through exact transcript match from gffcompare; abbrev conflict matches ZFIN alias	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr21	18313153	18390741	+	LL0000040186	si:ch73-287m6.1	si:ch73-287m6.1	ENSDARG00000104101.2	100535071	ZDB-GENE-100920-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	6363703	6364168	-	LL0000040187	si:ch73-368j24.10	si:ch73-368j24.10	ENSDARG00000105414.2	100000857	ZDB-GENE-160113-100	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	6361992	6362689	-	LL0000040188	si:ch73-368j24.14	si:ch73-368j24.14	ENSDARG00000105400.2	100000783	ZDB-GENE-160113-99	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr7	6357560	6357952	-	LL0000040189	si:ch73-368j24.3	si:ch73-368j24.3	ENSDARG00000105318.2	103911339	ZDB-GENE-160113-91	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	6349531	6351293	-	LL0000040190	si:ch73-368j24.8	si:ch73-368j24.8	ENSDARG00000104588.3	564549	ZDB-GENE-160113-28	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr7	6356351	6357076	-	LL0000040191	si:ch73-368j24.9	si:ch73-368j24.9	ENSDARG00000105468.2	564421	ZDB-GENE-160113-81	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr25	35125100	35126145	-	LL0000040192	si:ch73-36p18.4	si:ch73-36p18.4		101886781	ZDB-GENE-131127-177	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	multiple overlapping gene/transcript annotations preventing unambiguous assignment of Ens99 gene ID
chr25	35126248	35127831	-	LL0000040193	hist1h2a9	histone cluster 1 H2A family member 9	ENSDARG00000113399.1	100334621	ZDB-GENE-131127-88	"Partial transcript match; ""c"" classification in gffcompare"	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr11	5519264	5550442	+	LL0000040194	si:ch73-40i7.2	si:ch73-40i7.2		100332429	ZDB-GENE-130530-921	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	multiple overlapping gene/transcript annotations preventing unambiguous assignment of Ens99 gene ID
chr12	7516373	7585244	-	LL0000040195	si:ch73-51i5.2	si:ch73-51i5.2		100537056	ZDB-GENE-121214-333	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	no overlapping transcript based on gffcompare
chr3	38911162	38918818	-	LL0000040196	si:dkey-106c17.2	si:dkey-106c17.2	ENSDARG00000094994.4	567437	ZDB-GENE-060503-612	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	37476368	37479399	-	LL0000040197	si:dkey-106c17.2	si:dkey-106c17.2	ENSDARG00000098530.3	567437	ZDB-GENE-060503-612	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	35056620	35056932	+	LL0000040198	si:dkey-108k21.12	si:dkey-108k21.12	ENSDARG00000113205.1	100333562	ZDB-GENE-131127-139	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr25	35058089	35058462	+	LL0000040199	si:dkey-108k21.13	si:dkey-108k21.13	ENSDARG00000111934.1	100333322	ZDB-GENE-131121-71	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr25	35045642	35046164	-	LL0000040200	si:dkey-108k21.18	si:dkey-108k21.18	ENSDARG00000111753.1	103908712	ZDB-GENE-131121-139	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr25	35110310	35110695	-	LL0000040201	hist1h2a10	histone cluster 1 H2A family member 10	ENSDARG00000112840.1	100332885	ZDB-GENE-131127-92	"Partial transcript match;""k"" classification in gffcompare"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	35112093	35112466	-	LL0000040202	si:dkey-108k21.27	si:dkey-108k21.27	ENSDARG00000114195.1	100332744	ZDB-GENE-131127-87	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr25	35113581	35113891	-	LL0000040203	si:dkey-108k21.28	si:dkey-108k21.28	ENSDARG00000114534.1	100332668	ZDB-GENE-131121-158	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr14	44826593	44841503	-	LL0000040204	grxcr1a	glutaredoxin and cysteine rich domain containing 1 a	ENSDARG00000105434.3	100332873	ZDB-GENE-160113-42	Ens99 gene ID import through exact transcript match from gffcompare; abbrev conflict matches ZFIN alias	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	9095391	9236905	-	LL0000040205	si:dkey-112g5.12	si:dkey-112g5.12	ENSDARG00000115120.1	100000024	ZDB-GENE-081028-32	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import on gene abbreviation and default intersectBed stringency for gene coordinate overlap
chr2	45330453	45331115	-	LL0000040206	si:dkey-13n23.3	si:dkey-13n23.3	ENSDARG00000102714.2	100000534	ZDB-GENE-120214-42	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	30500969	30504419	+	LL0000040207	si:dkey-13n23.3	si:dkey-13n23.3	ENSDARG00000070465.6	100000534	ZDB-GENE-120214-42	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	32820328	32838174	-	LL0000040208	si:dkey-165n16.5	si:dkey-165n16.5	ENSDARG00000007842.10	100150764	ZDB-GENE-100922-121	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr6	47867680	47953880	-	LL0000040209	si:dkey-166d12.2	si:dkey-166d12.2	ENSDARG00000053272.7	100538309	ZDB-GENE-131119-39	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr24	13360019	13567813	-	LL0000040210	si:dkey-192j17.1	si:dkey-192j17.1	ENSDARG00000088842.5	566883	ZDB-GENE-091113-38	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr2	34215794	34224560	-	LL0000040211	si:dkey-21n10.3	si:dkey-21n10.3	ENSDARG00000068325.4	101885403	ZDB-GENE-070912-444	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr19	23924782	23978514	+	LL0000040212	si:dkey-222b8.1	si:dkey-222b8.1	ENSDARG00000045094.8	560317	ZDB-GENE-060503-248	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	18067037	18128871	-	LL0000040213	si:dkey-237i9.1	si:dkey-237i9.1	ENSDARG00000101792.2	100535835	ZDB-GENE-060503-441	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr16	28858972	28878109	-	LL0000040214	si:dkey-239n17.4	si:dkey-239n17.4	ENSDARG00000070428.7	100151181	ZDB-GENE-110408-38	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr7	5955161	5956028	+	LL0000040215	si:dkey-23a13.1	si:dkey-23a13.1	ENSDARG00000100259.3	100149997	ZDB-GENE-160113-108	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	5906328	5906995	+	LL0000040216	si:dkey-23a13.5	si:dkey-23a13.5	ENSDARG00000099514.3	101884412	ZDB-GENE-160113-44	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	5908078	5908583	+	LL0000040217	si:dkey-23a13.6	si:dkey-23a13.6	ENSDARG00000105314.2	103908687	ZDB-GENE-160113-107	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	5909272	5909676	+	LL0000040218	si:dkey-23a13.7	si:dkey-23a13.7	ENSDARG00000105352.2	100004171	ZDB-GENE-160113-88	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	5910468	5910989	+	LL0000040219	si:dkey-23a13.8	si:dkey-23a13.8	ENSDARG00000105397.2	563490	ZDB-GENE-160113-110	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr25	35147388	35147698	-	LL0000040220	si:dkey-261m9.17	si:dkey-261m9.17	ENSDARG00000111165.1	100005308	ZDB-GENE-131127-169	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr25	35125714	35126024	-	LL0000040221	si:dkey-261m9.9	si:dkey-261m9.9	ENSDARG00000110812.1	326888	ZDB-GENE-030131-5087	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr25	35137081	35137391	-	LL0000040222	si:dkey-261m9.9	si:dkey-261m9.9	ENSDARG00000111247.1	326888	ZDB-GENE-030131-5087	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr25	35140316	35140877	-	LL0000040223	si:dkey-261m9.9	si:dkey-261m9.9	ENSDARG00000113481.1	563177	ZDB-GENE-030131-5087	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr25	35143050	35143360	-	LL0000040224	si:dkey-261m9.9	si:dkey-261m9.9	ENSDARG00000110035.1	326888	ZDB-GENE-030131-5087	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr12	38546886	38548299	-	LL0000040225	si:dkey-263j23.1	si:dkey-263j23.1	ENSDARG00000096678.3		ZDB-GENE-131120-109	No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	9492831	9496887	-	LL0000040226	si:dkey-265c15.9	si:dkey-265c15.9		798758	ZDB-GENE-081028-10	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	multiple overlapping gene/transcript annotations preventing unambiguous assignment of Ens99 gene ID
chr3	9444190	9453828	+	LL0000040227	si:dkey-29p9.3	si:dkey-29p9.3		100333416	ZDB-GENE-141216-161	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	multiple overlapping gene/transcript annotations preventing unambiguous assignment of Ens99 gene ID
chr11	19622926	19694334	-	LL0000040228	si:dkey-30j16.3	si:dkey-30j16.3	ENSDARG00000037587.7	558290	ZDB-GENE-141212-294	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr13	9285113	9288067	+	LL0000040229	si:dkey-33c12.5	si:dkey-33c12.5	ENSDARG00000094866.2	799137	ZDB-GENE-081028-14	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr20	9751136	9760446	-	LL0000040230	si:dkey-63j12.4	si:dkey-63j12.4	ENSDARG00000089556.5	565231	ZDB-GENE-040724-17	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr23	16838875	16848524	-	LL0000040231	si:dkey-63j12.4	si:dkey-63j12.4	ENSDARG00000090572.3	565231	ZDB-GENE-040724-17	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import on gene abbreviation and default intersectBed stringency for gene coordinate overlap
chr20	33560420	33561879	+	LL0000040232	si:dkey-65b13.8	si:dkey-65b13.8	ENSDARG00000115066.1	561480	ZDB-GENE-041014-336	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	18877131	18891041	+	LL0000040233	si:dkey-65l23.2	si:dkey-65l23.2	ENSDARG00000093234.3	793688	ZDB-GENE-091112-12	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr20	32666385	32669336	-	LL0000040234	si:dkey-6f10.4	si:dkey-6f10.4	ENSDARG00000092390.3	101885159	ZDB-GENE-041210-340	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr20	32669476	32673235	+	LL0000040235	si:dkey-6f10.5	si:dkey-6f10.5	ENSDARG00000096802.3	101885050	ZDB-GENE-130531-32	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr17	19017395	19022990	-	LL0000040236	si:dkey-87k14.1	si:dkey-87k14.1	ENSDARG00000097299.3	100535467	ZDB-GENE-131120-42	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr1	37701262	37704183	+	LL0000040237	si:dkeyp-13d11.2	si:dkeyp-13d11.2	ENSDARG00000077519.5	567658	ZDB-GENE-090311-21	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr22	28887182	28890195	+	LL0000040238	si:dkeyp-34c12.4	si:dkeyp-34c12.4	ENSDARG00000111823.1	100034438	ZDB-GENE-050208-533	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr3	8503996	8510201	-	LL0000040239	sim2	SIM bHLH transcription factor 2		114450	ZDB-GENE-010803-1	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	multiple overlapping gene/transcript annotations preventing unambiguous assignment of Ens99 gene ID
